clients,count,total,percentage,time,longest,shortest,average,connection_time
3600,180000,180000,100%,6907,5295,1309,3048.1239166666664,52
3700,185000,185000,100%,6894,5287,47,3146.2518324324324,68
3800,190000,190000,100%,7402,5744,33,3414.9103736842103,82
3900,195000,195000,100%,7530,5799,1451,3478.5794974358973,88
4000,200000,200000,100%,7721,5904,46,3545.173635,96
4100,205000,205000,100%,8036,6211,53,3589.0527024390244,146
4200,210000,210000,100%,8159,6226,18,3730.2782285714284,200
4300,215000,215000,100%,8335,6373,1575,3821.2275302325584,104
4400,220000,220000,100%,8593,6668,19,3993.641,113
4500,225000,225000,100%,8694,6649,1625,3986.345817777778,93
4600,230000,230000,100%,8896,6811,26,4054.2401173913045,117
4700,235000,235000,100%,9052,6976,1684,4161.559055319149,48
4800,240000,240000,100%,9312,7160,24,4205.834470833333,486
4900,245000,245000,100%,9561,7311,20,4431.040118367347,53
5000,250000,250000,100%,9669,7398,54,4473.133304,51
5100,255000,255000,100%,9970,7739,1969,4589.602760784313,63
5200,260000,260000,100%,9818,7476,70,4476.408865384616,618
5300,265000,265000,100%,10216,7700,109,4552.906818867925,238
5400,270000,270000,100%,10102,7658,113,4563.620218518518,723
5500,275000,275000,100%,10637,8134,110,4747.846283636363,402
5600,280000,280000,100%,11003,8566,119,4925.068378571428,51
5700,285000,285000,100%,11310,8615,116,4974.415077192983,46
5800,290000,290000,100%,11393,8794,109,5104.519106896551,335
5900,295000,295000,100%,11635,8951,112,5210.576891525424,127
6000,300000,300000,100%,11821,9097,132,5179.608336666666,600
6100,305000,305000,100%,12723,9828,28,5863.30237704918,237
6200,310000,310000,100%,12284,9507,133,5576.729603225806,457
6300,315000,315000,100%,12810,9960,27,5750.5123047619045,803
6400,320000,320000,100%,12638,9720,137,5636.77345,668
6500,325000,325000,100%,13335,10482,29,6162.53216,574
6600,330000,330000,100%,13729,10766,138,6132.043481818182,156
6700,335000,335000,100%,13767,10646,38,6134.173719402985,446
6800,340000,340000,100%,14107,11073,210,6366.848852941176,518
6900,345000,345000,100%,14412,11301,34,6354.8151623188405,195
7000,350000,350000,100%,14519,11345,29,6478.140462857143,207
7100,355000,355000,100%,14550,11360,2687,6715.544966197183,213
7200,360000,360000,100%,14829,11601,139,6868.068769444444,263
7300,365000,365000,100%,15365,11908,144,6953.48342739726,602
7400,370000,370000,100%,15060,11762,153,6832.534729729729,1011
7500,375000,375000,100%,15937,12613,147,7392.854776,499
7600,380000,380000,100%,15785,12399,169,7080.236034210527,437
7700,385000,385000,100%,15901,12256,176,7184.290501298701,286
7800,390000,390000,100%,16183,12698,176,7558.850612820513,282
7900,395000,395000,100%,16367,12786,171,7379.495724050633,1021
8000,400000,400000,100%,16764,12976,3368,7793.9199425,630
8100,405000,405000,100%,16837,13285,3164,7686.269701234568,791
8200,410000,410000,100%,16914,13279,181,7737.397885365854,817
8300,415000,415000,100%,17822,14151,158,8407.984828915663,130
8400,420000,420000,100%,17208,13254,46,7911.916330952381,879
8500,425000,425000,100%,17989,14240,226,8400.843449411765,1269
8600,430000,430000,100%,18987,15164,281,9233.045479069768,130
8700,435000,435000,100%,18541,14394,199,8066.406931034483,1199
8800,440000,440000,100%,17771,13809,3359,8100.397270454546,2411
8900,445000,445000,100%,19227,15191,199,9201.810912359551,645
9000,450000,450000,100%,18901,14518,3549,8125.318835555556,726
9100,455000,455000,100%,18934,14946,200,8677.605024175824,2233
9200,460000,460000,100%,18861,14738,256,8844.560495652175,3296
9300,465000,465000,100%,20944,16727,184,9886.54821935484,1260
9400,470000,470000,100%,19310,14810,187,8639.592117021277,1096
9500,475000,475000,100%,19850,15549,185,8963.9974,3668
9600,480000,480000,100%,19665,15324,197,8851.394177083333,3201
9700,485000,485000,100%,19793,15178,223,8833.44773402062,3153
9800,490000,490000,100%,19712,15277,192,8845.39683877551,3141
9900,495000,495000,100%,20512,16022,207,9010.714608080809,3214
10000,500000,500000,100%,20108,15261,201,9080.146694,2528
