clients,count,total,percentage,time,longest,shortest,average,connection_time
100,5000,5000,100%,161,159,28,88.5114,71
200,10000,10000,100%,352,261,77,159.6105,64
300,15000,15000,100%,523,382,7,237.887,58
400,20000,20000,100%,713,540,2,329.2387,47
500,25000,25000,100%,892,678,3,415.61756,58
600,30000,30000,100%,1066,808,5,494.1499333333333,43
700,35000,35000,100%,1259,945,181,579.0951428571428,46
800,40000,40000,100%,1425,1095,291,655.122125,53
900,45000,45000,100%,1605,1216,312,740.0841777777778,47
1000,50000,50000,100%,1780,1372,257,831.48104,57
1100,55000,55000,100%,1957,1482,8,893.8741454545454,97
1200,60000,60000,100%,2162,1651,434,1001.1777666666667,54
1300,65000,65000,100%,2368,1811,475,1096.7565692307692,46
1400,70000,70000,100%,2512,1925,9,1171.3978,50
1500,75000,75000,100%,2709,2059,9,1249.03876,90
1600,80000,80000,100%,2877,2197,8,1336.113525,48
1700,85000,85000,100%,3072,2381,8,1432.5787764705883,41
1800,90000,90000,100%,3309,2537,9,1532.8513888888888,55
1900,95000,95000,100%,3528,2666,704,1615.9098,65
2000,100000,100000,100%,3677,2825,14,1700.33348,51
2100,105000,105000,100%,3911,3013,16,1813.0163714285713,50
2200,110000,110000,100%,4036,3105,13,1856.880718181818,61
2300,115000,115000,100%,4251,3279,18,1961.2472695652175,57
2400,120000,120000,100%,4503,3488,16,2104.755425,70
2500,125000,125000,100%,4545,3473,20,2080.577928,63
2600,130000,130000,100%,4823,3683,20,2205.343430769231,46
2700,135000,135000,100%,5000,3826,24,2287.2791851851853,60
2800,140000,140000,100%,5379,4166,24,2416.4288857142856,53
2900,145000,145000,100%,5386,4124,727,2450.2039310344826,130
3000,150000,150000,100%,5656,4339,1067,2607.1934866666666,130
3100,155000,155000,100%,5793,4430,24,2658.380935483871,124
3200,160000,160000,100%,5889,4466,27,2680.8087625,219
3300,165000,165000,100%,6108,4665,24,2838.2435393939395,84
3400,170000,170000,100%,6233,4733,22,2868.4900411764706,264
3500,175000,175000,100%,6697,5202,170,3168.4766685714285,186
