clients,count,total,percentage,time,longest,shortest,average,connection_time
5000,250000,250000,100%,7419,7382,46,3132.500252,51
5100,255000,255000,100%,7860,7803,147,3271.4201294117647,38
5200,260000,260000,100%,7751,7702,27,3288.5504961538463,39
5300,265000,265000,100%,7816,7790,37,3297.623958490566,57
5400,270000,270000,100%,8246,8227,110,3469.9873037037037,42
5500,275000,275000,100%,8198,8146,41,3457.000018181818,45
5600,280000,280000,100%,8337,8299,41,3492.783092857143,36
5700,285000,285000,100%,8499,8459,36,3583.910263157895,41
5800,290000,290000,100%,8881,8797,19,3679.681255172414,41
5900,295000,295000,100%,9046,9005,27,3720.6165186440676,36
6000,300000,300000,100%,9296,9258,32,3877.8627466666667,40
6100,305000,305000,100%,9451,9416,113,3912.7154229508196,36
6200,310000,310000,100%,9545,9520,131,3954.6109967741936,37
6300,315000,315000,100%,9777,9732,126,4092.884834920635,46
6400,320000,320000,100%,9888,9847,134,4113.348978125,36
6500,325000,325000,100%,10001,9961,150,4129.017670769231,38
6600,330000,330000,100%,10181,10106,135,4260.954875757576,32
6700,335000,335000,100%,10427,10399,147,4383.768991044776,35
6800,340000,340000,100%,10506,10457,141,4390.049982352941,49
6900,345000,345000,100%,10748,10698,150,4509.253652173913,44
7000,350000,350000,100%,10775,10770,209,4502.207702857143,37
7100,355000,355000,100%,11027,11007,213,4658.008529577465,36
7200,360000,360000,100%,11133,11109,164,4688.831730555556,34
7300,365000,365000,100%,11307,11249,165,4797.102816438356,35
7400,370000,370000,100%,11492,11417,162,4829.5563216216215,37
7500,375000,375000,100%,11612,11596,175,4857.834664,37
7600,380000,380000,100%,11738,11704,181,4986.192963157895,35
7700,385000,385000,100%,11900,11866,167,4989.9369090909095,38
7800,390000,390000,100%,12049,12008,171,5085.560597435898,35
7900,395000,395000,100%,12362,12341,175,5214.387683544303,42
8000,400000,400000,100%,12447,12409,167,5256.7392975,47
8100,405000,405000,100%,12619,12597,181,5293.793587654321,37
8200,410000,410000,100%,12836,12763,183,5439.300190243903,57
8300,415000,415000,100%,12968,12932,178,5444.985496385542,46
8400,420000,420000,100%,13051,13026,42,5475.458747619047,408
8500,425000,425000,100%,13261,13209,185,5608.08872,40
8600,430000,430000,100%,13374,13338,46,5628.755388372093,104
8700,435000,435000,100%,13608,13572,190,5704.338986206896,33
8800,440000,440000,100%,13743,13707,79,5781.779397727273,65
8900,445000,445000,100%,13759,13735,52,5774.743808988764,312
9000,450000,450000,100%,13835,13774,41,5827.503942222223,308
9100,455000,455000,100%,13980,13952,45,5896.050971428572,205
9200,460000,460000,100%,14325,14277,58,6020.972102173913,67
9300,465000,465000,100%,14702,14311,78,6006.517189247312,35
9400,470000,470000,100%,15092,15008,221,6189.853546808511,38
9500,475000,475000,100%,15300,15230,206,6318.712263157895,38
9600,480000,480000,100%,15477,15333,220,6370.8451125,31
9700,485000,485000,100%,15643,15611,216,6421.923964948453,35
9800,490000,490000,100%,15867,15799,271,6585.461059183674,42
9900,495000,495000,100%,16001,15939,220,6636.038460606061,37
10000,500000,500000,100%,16247,16180,223,6705.791388,34
