clients,count,total,percentage,time,longest,shortest,average,connection_time
100,5000,5000,100%,162,158,19,86.099,112
200,10000,10000,100%,277,249,8,115.5868,71
300,15000,15000,100%,407,389,3,169.198,91
400,20000,20000,100%,545,519,3,232.42355,43
500,25000,25000,100%,699,666,8,293.44764,57
600,30000,30000,100%,841,811,3,361.1485333333333,56
700,35000,35000,100%,984,972,5,425.56865714285715,43
800,40000,40000,100%,1120,1100,5,473.839725,37
900,45000,45000,100%,1250,1219,9,528.9616666666667,37
1000,50000,50000,100%,1412,1388,7,613.70278,44
1100,55000,55000,100%,1543,1534,7,663.3769454545454,71
1200,60000,60000,100%,1697,1673,34,731.54085,46
1300,65000,65000,100%,1810,1799,12,748.025,43
1400,70000,70000,100%,1963,1932,15,842.3293285714286,39
1500,75000,75000,100%,2134,2073,24,905.2751066666667,42
1600,80000,80000,100%,2257,2221,9,959.768675,41
1700,85000,85000,100%,2386,2362,12,1024.3673058823529,38
1800,90000,90000,100%,2547,2515,56,1092.8619777777778,45
1900,95000,95000,100%,2719,2650,9,1152.0440210526315,52
2000,100000,100000,100%,2851,2814,18,1220.2549,38
2100,105000,105000,100%,3012,2996,17,1283.3660095238095,76
2200,110000,110000,100%,3111,3037,42,1329.7571272727273,54
2300,115000,115000,100%,3299,3264,22,1390.4055217391303,40
2400,120000,120000,100%,3442,3418,11,1446.9782583333333,47
2500,125000,125000,100%,3603,3570,23,1524.388712,33
2600,130000,130000,100%,3732,3663,16,1551.8982923076924,38
2700,135000,135000,100%,3914,3858,12,1630.0987333333333,50
2800,140000,140000,100%,4037,3994,14,1716.6336785714286,49
2900,145000,145000,100%,4174,4156,35,1752.963827586207,40
3000,150000,150000,100%,4363,4315,20,1812.7995333333333,38
3100,155000,155000,100%,4543,4521,71,1933.6131548387098,36
3200,160000,160000,100%,4724,4720,63,1969.98771875,43
3300,165000,165000,100%,4882,4847,35,2073.8368666666665,45
3400,170000,170000,100%,5011,4969,59,2139.247111764706,39
3500,175000,175000,100%,5172,5140,70,2171.9937085714287,36
3600,180000,180000,100%,5333,5300,106,2263.75035,40
3700,185000,185000,100%,5503,5454,75,2343.281681081081,45
3800,190000,190000,100%,5644,5599,80,2380.319247368421,35
3900,195000,195000,100%,5779,5742,114,2447.504907692308,45
4000,200000,200000,100%,5937,5901,83,2553.15472,37
4100,205000,205000,100%,6007,5956,45,2490.616951219512,249
4200,210000,210000,100%,6196,6151,19,2581.8798142857145,34
4300,215000,215000,100%,6359,6310,103,2734.2550139534883,37
4400,220000,220000,100%,6448,6414,71,2710.2400363636366,42
4500,225000,225000,100%,6655,6622,77,2830.4084844444446,38
4600,230000,230000,100%,6800,6747,30,2849.085643478261,36
4700,235000,235000,100%,6967,6933,101,3012.5339276595746,33
4800,240000,240000,100%,7130,7088,28,3015.0306666666665,40
4900,245000,245000,100%,7290,7271,103,3091.4042408163264,39
5000,250000,250000,100%,7435,7333,40,3149.057872,33
5100,255000,255000,100%,7770,7723,135,3234.293639215686,41
5200,260000,260000,100%,7680,7670,32,3235.2116884615384,38
5300,265000,265000,100%,8147,8121,100,3378.9082188679245,38
5400,270000,270000,100%,8118,8103,28,3429.321874074074,41
5500,275000,275000,100%,8210,8166,16,3465.1793745454547,37
5600,280000,280000,100%,8677,8596,106,3583.2574535714284,38
5700,285000,285000,100%,8740,8686,103,3629.530403508772,36
5800,290000,290000,100%,8965,8881,29,3700.8142655172414,37
5900,295000,295000,100%,9102,9057,25,3752.74773559322,35
6000,300000,300000,100%,9175,9124,31,3770.74525,37
6100,305000,305000,100%,9363,9317,34,3866.148898360656,36
6200,310000,310000,100%,9554,9496,19,3966.57364516129,43
6300,315000,315000,100%,9694,9689,124,4029.272288888889,33
6400,320000,320000,100%,9912,9903,17,4141.309565625,45
6500,325000,325000,100%,10124,10067,139,4215.433664615384,38
6600,330000,330000,100%,10242,10216,154,4290.049109090909,33
6700,335000,335000,100%,10367,10298,142,4315.697050746268,40
6800,340000,340000,100%,10600,10533,146,4466.909552941176,35
6900,345000,345000,100%,10709,10692,19,4451.706063768116,44
7000,350000,350000,100%,10860,10837,153,4575.905057142857,36
7100,355000,355000,100%,11070,11042,162,4655.074549295775,41
7200,360000,360000,100%,11249,11203,151,4714.254244444444,55
7300,365000,365000,100%,11461,11427,157,4830.290923287671,46
7400,370000,370000,100%,11537,11506,251,4911.767332432432,40
7500,375000,375000,100%,11673,11557,178,4920.267322666667,35
7600,380000,380000,100%,11843,11806,165,4984.9646736842105,34
7700,385000,385000,100%,12076,12060,171,5085.501711688312,36
7800,390000,390000,100%,12163,12085,237,5117.738538461538,38
7900,395000,395000,100%,12263,12207,173,5171.661901265823,56
8000,400000,400000,100%,12575,12573,175,5262.270695,37
8100,405000,405000,100%,12734,12711,182,5325.0300691358025,36
8200,410000,410000,100%,12824,12719,237,5387.441887804878,61
8300,415000,415000,100%,13003,12967,189,5465.114778313253,33
8400,420000,420000,100%,13012,12932,41,5392.913419047619,383
8500,425000,425000,100%,13435,13396,176,5671.910865882353,42
8600,430000,430000,100%,13434,13414,46,5559.796965116279,104
8700,435000,435000,100%,13708,13611,186,5778.239963218391,35
8800,440000,440000,100%,13763,13625,47,5755.661518181818,34
8900,445000,445000,100%,13882,13783,52,5862.478474157303,252
9000,450000,450000,100%,14078,14052,46,5939.503404444445,236
9100,455000,455000,100%,14086,14063,47,5923.463243956044,41
9200,460000,460000,100%,14132,14089,132,6050.346113043478,38
9300,465000,465000,100%,14918,14910,44,6123.317780645161,36
9400,470000,470000,100%,15105,15055,210,6241.070504255319,35
9500,475000,475000,100%,15416,15382,212,6370.466524210527,32
9600,480000,480000,100%,15638,15552,204,6482.274072916666,42
9700,485000,485000,100%,15671,15614,216,6469.279313402062,36
9800,490000,490000,100%,15889,15807,224,6621.1985469387755,32
9900,495000,495000,100%,15994,15910,220,6581.61814949495,33
10000,500000,500000,100%,16299,16273,236,6728.778702,46
