clients,count,total,percentage,time,longest,shortest,average,connection_time
100,5000,5000,100%,187,186,15,95.0898,65
200,10000,10000,100%,173,173,3,96.4606,63
300,15000,15000,100%,246,244,4,134.17673333333335,62
400,20000,20000,100%,301,299,2,155.8744,30
500,25000,25000,100%,350,349,5,183.57136,63
600,30000,30000,100%,417,416,5,217.6932,26
700,35000,35000,100%,475,473,4,246.33508571428573,26
800,40000,40000,100%,568,567,6,307.6797,27
900,45000,45000,100%,620,619,5,321.5915111111111,28
1000,50000,50000,100%,682,677,6,360.40908,31
1100,55000,55000,100%,714,713,23,389.57354545454547,45
1200,60000,60000,100%,789,787,11,428.12176666666664,26
1300,65000,65000,100%,881,878,8,472.1603846153846,28
1400,70000,70000,100%,917,916,11,501.1131142857143,27
1500,75000,75000,100%,1016,1014,18,546.0737866666667,30
1600,80000,80000,100%,1072,1070,13,573.43835,34
1700,85000,85000,100%,1130,1128,9,612.4525647058823,26
1800,90000,90000,100%,1201,1198,15,645.1449555555556,25
1900,95000,95000,100%,1269,1266,18,673.9353789473685,36
2000,100000,100000,100%,1338,1335,22,717.89467,27
2100,105000,105000,100%,1369,1366,12,714.2115047619047,52
2200,110000,110000,100%,1491,1486,15,801.3589636363637,34
2300,115000,115000,100%,1466,1464,11,750.3561652173913,22
2400,120000,120000,100%,1638,1634,15,873.3615,28
2500,125000,125000,100%,1629,1624,22,847.642048,26
2600,130000,130000,100%,1759,1754,27,935.6461230769231,24
2700,135000,135000,100%,1769,1766,29,923.2935037037037,28
2800,140000,140000,100%,1860,1856,31,966.9977,29
2900,145000,145000,100%,1994,1990,33,1073.6193379310346,25
3000,150000,150000,100%,1993,1989,38,1043.5484133333334,26
3100,155000,155000,100%,2123,2115,38,1105.1617354838709,26
3200,160000,160000,100%,2260,2255,42,1196.20598125,23
3300,165000,165000,100%,2216,2210,41,1161.7923090909092,22
3400,170000,170000,100%,2464,2459,43,1300.350511764706,21
3500,175000,175000,100%,2360,2353,17,1212.7632571428571,27
3600,180000,180000,100%,2538,2532,45,1334.774561111111,28
3700,185000,185000,100%,2517,2510,47,1315.7715891891892,39
3800,190000,190000,100%,2590,2584,18,1337.5409315789473,27
3900,195000,195000,100%,2762,2756,48,1476.6165384615385,25
4000,200000,200000,100%,2760,2750,52,1446.56414,27
4100,205000,205000,100%,2713,2705,22,1399.4605365853658,61
4200,210000,210000,100%,2927,2916,79,1554.0570047619049,25
4300,215000,215000,100%,2967,2959,53,1546.224865116279,26
4400,220000,220000,100%,3157,3074,24,1591.2502545454545,25
4500,225000,225000,100%,3287,3277,22,1734.4657777777777,24
4600,230000,230000,100%,3269,3261,55,1713.2184608695652,26
4700,235000,235000,100%,3390,3386,58,1748.5119872340426,21
4800,240000,240000,100%,3434,3289,22,1761.2512458333333,37
4900,245000,245000,100%,3667,3587,32,1892.704444897959,24
5000,250000,250000,100%,3543,3535,23,1826.460792,22
5100,255000,255000,100%,3654,3646,22,1883.5715176470587,41
5200,260000,260000,100%,3840,3831,58,1942.410973076923,20
5300,265000,265000,100%,3729,3724,22,1948.6933018867924,25
5400,270000,270000,100%,3836,3832,59,1993.6582703703705,29
5500,275000,275000,100%,4054,4047,64,2176.4388254545456,25
5600,280000,280000,100%,4052,4047,64,2128.3589285714284,25
5700,285000,285000,100%,4240,4236,65,2261.582610526316,33
5800,290000,290000,100%,4225,4215,93,2206.892448275862,21
