clients,count,total,percentage,time,longest,shortest,average,connection_time
100,5000,5000,100%,185,183,15,94.7264,65
200,10000,10000,100%,180,178,3,100.3718,49
300,15000,15000,100%,252,251,4,136.86133333333333,56
400,20000,20000,100%,296,296,4,151.2231,32
500,25000,25000,100%,342,341,4,182.28048,63
600,30000,30000,100%,418,417,7,225.31926666666666,27
700,35000,35000,100%,461,459,4,236.85405714285713,27
800,40000,40000,100%,552,550,6,296.873325,30
900,45000,45000,100%,626,624,4,330.8672888888889,27
1000,50000,50000,100%,694,692,15,368.77772,34
1100,55000,55000,100%,749,746,9,401.7841090909091,51
1200,60000,60000,100%,801,798,9,435.63325,28
1300,65000,65000,100%,876,875,19,475.13626153846155,28
1400,70000,70000,100%,942,940,26,508.83612857142856,28
1500,75000,75000,100%,1020,1018,12,538.4734666666667,25
1600,80000,80000,100%,1090,1088,16,581.897525,31
1700,85000,85000,100%,1141,1138,29,617.0106941176471,26
1800,90000,90000,100%,1227,1225,34,659.7784444444444,26
1900,95000,95000,100%,1290,1287,14,689.0820526315789,38
2000,100000,100000,100%,1286,1283,14,667.86202,23
2100,105000,105000,100%,1440,1437,30,768.1157428571429,42
2200,110000,110000,100%,1539,1537,15,814.8962545454546,29
2300,115000,115000,100%,1513,1506,12,784.6769826086957,21
2400,120000,120000,100%,1602,1598,20,839.1978333333333,25
2500,125000,125000,100%,1719,1715,20,904.286184,23
2600,130000,130000,100%,1693,1690,25,888.7772846153846,26
2700,135000,135000,100%,1797,1793,26,942.6349037037037,31
2800,140000,140000,100%,1972,1968,32,1008.2511214285714,24
2900,145000,145000,100%,1910,1903,31,993.9322827586207,27
3000,150000,150000,100%,2036,2030,41,1055.5641333333333,26
3100,155000,155000,100%,2089,2083,37,1086.2978516129033,30
3200,160000,160000,100%,2267,2262,41,1217.27085625,25
3300,165000,165000,100%,2247,2239,38,1174.832315151515,24
3400,170000,170000,100%,2286,2281,15,1176.4406470588235,71
3500,175000,175000,100%,2528,2522,63,1332.3913942857143,50
3600,180000,180000,100%,2468,2462,42,1285.75365,30
3700,185000,185000,100%,2632,2626,21,1353.0105405405404,35
3800,190000,190000,100%,2713,2707,51,1455.0671736842105,27
3900,195000,195000,100%,2681,2673,45,1395.4657025641025,30
4000,200000,200000,100%,2734,2726,23,1427.282115,23
4100,205000,205000,100%,2909,2902,53,1556.684287804878,45
4200,210000,210000,100%,2896,2886,47,1496.9766761904762,22
4300,215000,215000,100%,2963,2955,25,1532.5283255813954,28
4400,220000,220000,100%,3098,3086,55,1642.5847272727274,22
4500,225000,225000,100%,3196,3130,29,1622.17748,68
4600,230000,230000,100%,3216,3204,50,1665.7007130434783,20
4700,235000,235000,100%,3381,3374,29,1783.7545319148935,21
4800,240000,240000,100%,3401,3393,60,1760.5113333333334,25
4900,245000,245000,100%,3480,3336,25,1796.223081632653,24
5000,250000,250000,100%,3708,3620,24,1894.476676,27
5100,255000,255000,100%,3556,3547,57,1854.8261529411764,24
5200,260000,260000,100%,3714,3708,23,1905.6787692307691,28
5300,265000,265000,100%,3910,3901,26,2080.098049056604,34
5400,270000,270000,100%,3795,3790,34,1963.0521851851852,25
5500,275000,275000,100%,3983,3978,22,2059.5028836363635,22
5600,280000,280000,100%,4147,4139,25,2197.2306357142857,20
5700,285000,285000,100%,4103,4099,25,2134.1967754385964,26
5800,290000,290000,100%,4227,4222,105,2254.1307862068966,20
5900,295000,295000,100%,4281,4179,44,2195.325491525424,21
6000,300000,300000,100%,4453,4305,81,2305.91068,21
6100,305000,305000,100%,4664,4507,91,2458.8293901639345,20
6200,310000,310000,100%,4617,4606,132,2427.308806451613,20
6300,315000,315000,100%,4755,4744,134,2533.941704761905,25
