clients,count,total,percentage,time,longest,shortest,average,connection_time
7000,350000,350000,100%,5250,5238,151,2709.4132314285716,26
7100,355000,355000,100%,5115,5102,156,2678.743622535211,21
7200,360000,360000,100%,5266,5253,155,2684.402347222222,24
7300,365000,365000,100%,5187,5172,161,2726.922271232877,20
7400,370000,370000,100%,5338,5325,159,2808.162902702703,24
7500,375000,375000,100%,5627,5613,167,2941.1628586666666,26
7600,380000,380000,100%,5478,5463,164,2871.4303684210527,24
7700,385000,385000,100%,5632,5617,171,3000.457451948052,21
7800,390000,390000,100%,5729,5712,171,3006.773030769231,20
7900,395000,395000,100%,5871,5850,177,3063.802486075949,20
8000,400000,400000,100%,5768,5746,178,3005.59881,20
8100,405000,405000,100%,6131,6115,183,3267.163498765432,21
8200,410000,410000,100%,5929,5908,180,3112.3051414634147,38
8300,415000,415000,100%,6289,6273,182,3366.9080698795183,27
8400,420000,420000,100%,6415,6397,184,3296.5030071428573,21
8500,425000,425000,100%,6329,6306,186,3286.079237647059,30
8600,430000,430000,100%,6476,6453,190,3438.8404627906975,20
8700,435000,435000,100%,6548,6531,195,3353.313804597701,27
8800,440000,440000,100%,6521,6495,196,3402.2815795454544,21
8900,445000,445000,100%,6650,6633,200,3549.3606606741573,22
9000,450000,450000,100%,6828,6803,200,3543.031337777778,21
9100,455000,455000,100%,6776,6755,198,3530.3106065934066,20
9200,460000,460000,100%,7041,7022,206,3776.763995652174,24
9300,465000,465000,100%,7004,6986,209,3666.7083268817205,28
9400,470000,470000,100%,7238,7212,216,3844.701355319149,20
9500,475000,475000,100%,7101,7083,211,3719.2527010526314,21
9600,480000,480000,100%,7309,7289,216,3813.8796916666665,20
9700,485000,485000,100%,7373,7344,217,3914.6294164948454,21
9800,490000,490000,100%,7571,7550,217,3901.6981897959186,22
