clients,count,total,percentage,time,longest,shortest,average,connection_time
6000,300000,300000,100%,4459,4450,112,2318.035496666667,23
6100,305000,305000,100%,4564,4553,120,2420.262619672131,34
6200,310000,310000,100%,4658,4646,131,2413.2564677419355,22
6300,315000,315000,100%,4822,4810,143,2575.0920063492063,30
6400,320000,320000,100%,4767,4755,139,2507.264459375,25
6500,325000,325000,100%,5026,5010,141,2640.736073846154,25
6600,330000,330000,100%,5039,5025,143,2618.1472484848487,24
6700,335000,335000,100%,5083,5070,149,2690.5666268656714,27
6800,340000,340000,100%,5307,5295,150,2709.5839029411763,30
6900,345000,345000,100%,5076,5063,152,2654.9879739130433,25
7000,350000,350000,100%,5355,5341,153,2770.4954714285714,30
7100,355000,355000,100%,5334,5319,159,2779.9253295774647,20
7200,360000,360000,100%,5491,5478,156,2814.6599444444446,20
7300,365000,365000,100%,5409,5396,165,2818.8278410958906,23
7400,370000,370000,100%,5693,5679,165,2895.644002702703,21
7500,375000,375000,100%,5592,5578,166,2900.22444,23
7600,380000,380000,100%,5638,5618,165,2944.4444368421055,23
7700,385000,385000,100%,5913,5892,179,3033.954844155844,20
7800,390000,390000,100%,5812,5797,175,3051.8241025641028,30
7900,395000,395000,100%,6110,6093,177,3169.5000151898735,20
8000,400000,400000,100%,6051,6034,178,3147.62166,20
8100,405000,405000,100%,6240,6225,186,3260.554758024691,21
8200,410000,410000,100%,6183,6159,184,3224.7673658536587,40
8300,415000,415000,100%,6487,6471,190,3348.00741686747,26
8400,420000,420000,100%,6529,6512,189,3338.3490142857145,20
8500,425000,425000,100%,6509,6485,189,3375.255216470588,21
8600,430000,430000,100%,6636,6618,193,3520.719081395349,21
8700,435000,435000,100%,6803,6785,193,3418.3888367816094,22
8800,440000,440000,100%,6654,6627,199,3477.3491568181817,21
8900,445000,445000,100%,6862,6844,199,3614.9127730337077,27
9000,450000,450000,100%,7202,7176,204,3645.939502222222,21
9100,455000,455000,100%,6963,6944,203,3645.5749384615383,22
9200,460000,460000,100%,7196,7178,205,3817.0592673913043,24
9300,465000,465000,100%,7370,7352,211,3741.6045720430106,29
9400,470000,470000,100%,7237,7217,211,3775.517321276596,21
9500,475000,475000,100%,7430,7404,214,3935.2116715789475,32
9600,480000,480000,100%,7620,7593,217,3902.6945104166666,23
9700,485000,485000,100%,7406,7385,218,3856.06687628866,21
9800,490000,490000,100%,7792,7763,227,4147.97532244898,21
9900,495000,495000,100%,7576,7548,223,3969.2277393939394,22
10000,500000,500000,100%,8037,8015,232,4208.289194,20
