clients,count,total,percentage,time,longest,shortest,average,connection_time
100,5000,5000,100%,288,200,65,119.473,82
200,10000,10000,100%,840,748,83,473.1742,69
300,15000,15000,100%,954,802,139,425.5090666666667,66
400,20000,20000,100%,1278,1112,157,588.51505,55
500,25000,25000,100%,1593,1386,196,730.53336,68
600,30000,30000,100%,1949,1691,237,889.7953666666667,53
700,35000,35000,100%,2295,2002,270,1045.9748571428572,56
800,40000,40000,100%,2599,2242,323,1180.59575,48
900,45000,45000,100%,2960,2565,363,1339.5967555555555,51
1000,50000,50000,100%,3309,2876,410,1522.0562,55
1100,55000,55000,100%,3704,3233,433,1688.2262363636364,75
1200,60000,60000,100%,4058,3571,460,1847.98595,54
1300,65000,65000,100%,4436,3878,526,2005.5123230769232,56
1400,70000,70000,100%,4743,4144,565,2165.928385714286,54
1500,75000,75000,100%,5104,4457,616,2337.8355333333334,69
1600,80000,80000,100%,5492,4788,643,2500.434975,90
1700,85000,85000,100%,5850,5122,686,2673.1475294117645,56
1800,90000,90000,100%,6274,5506,716,2825.824633333333,50
1900,95000,95000,100%,6546,5725,765,2973.9300315789474,66
2000,100000,100000,100%,7002,6138,805,3157.5315,49
2100,105000,105000,100%,7186,6304,809,3286.799466666667,63
2200,110000,110000,100%,7710,6774,537,3468.3878090909093,69
2300,115000,115000,100%,8017,7045,901,3695.9590260869563,51
2400,120000,120000,100%,8517,7456,182,3840.8609166666665,50
2500,125000,125000,100%,9001,7920,1004,4104.809712,56
2600,130000,130000,100%,9158,8028,1051,4176.969953846154,209
2700,135000,135000,100%,9624,8477,1057,4427.76294074074,57
2800,140000,140000,100%,10000,8782,1122,4538.112235714286,57
2900,145000,145000,100%,10421,9161,1180,4781.289944827587,166
3000,150000,150000,100%,10752,9479,1182,4929.501106666667,125
3100,155000,155000,100%,10924,9559,501,5022.788232258064,202
3200,160000,160000,100%,11239,9877,1268,5205.89996875,183
3300,165000,165000,100%,11979,10540,1351,5530.475115151515,471
3400,170000,170000,100%,12052,10544,1384,5562.297482352941,152
3500,175000,175000,100%,12865,11320,1467,5877.502657142857,235
3600,180000,180000,100%,12972,11397,1447,5938.963983333333,47
3700,185000,185000,100%,13465,11819,1497,6113.064302702703,180
3800,190000,190000,100%,14031,12345,1603,6376.751631578947,420
3900,195000,195000,100%,14092,12364,1576,6466.428594871795,54
4000,200000,200000,100%,14635,12873,1617,6804.050295,190
4100,205000,205000,100%,15169,13360,1731,6989.710546341464,752
4200,210000,210000,100%,15539,13686,1736,7123.9382428571425,158
4300,215000,215000,100%,15638,13741,1800,7308.220772093024,393
4400,220000,220000,100%,16563,14647,1836,7586.764836363636,644
4500,225000,225000,100%,16279,14320,1796,7530.018075555556,686
4600,230000,230000,100%,17189,15171,1916,7943.7002826086955,414
4700,235000,235000,100%,17261,15102,2002,8049.558017021277,234
4800,240000,240000,100%,17970,15876,2000,8235.797454166666,104
4900,245000,245000,100%,18121,15968,1985,8473.17744489796,930
5000,250000,250000,100%,18518,16344,2036,8651.23234,1327
5100,255000,255000,100%,19323,17074,2078,8840.99008235294,692
5200,260000,260000,100%,19644,17373,2098,9094.132334615384,310
