clients,count,total,percentage,time,longest,shortest,average,connection_time
4100,205000,205000,100%,15093,13368,1602,6992.325541463415,565
4200,210000,210000,100%,15441,13631,1687,7237.363085714285,131
4300,215000,215000,100%,15845,13991,1741,7362.834874418605,513
4400,220000,220000,100%,16230,14354,1801,7502.263404545454,821
4500,225000,225000,100%,16408,14482,1778,7632.97688,549
4600,230000,230000,100%,16803,14829,1829,7907.283869565217,447
4700,235000,235000,100%,17357,15353,1834,7908.352757446809,1328
4800,240000,240000,100%,17893,15812,2043,8354.576941666666,124
4900,245000,245000,100%,18314,16242,1917,8472.046004081632,1022
5000,250000,250000,100%,18577,16436,1994,8536.44134,354
5100,255000,255000,100%,18823,16650,2005,8742.52854117647,821
5200,260000,260000,100%,19310,16968,2164,9055.64933076923,972
5300,265000,265000,100%,19927,17690,2074,9251.457735849057,1447
5400,270000,270000,100%,20192,17883,2205,9305.073907407408,1203
5500,275000,275000,100%,20547,18191,2261,9542.950290909092,1177
5600,280000,280000,100%,21274,18736,2424,9743.822396428572,601
5700,285000,285000,100%,21439,19012,2337,10019.996028070176,864
5800,290000,290000,100%,21789,19316,2289,10090.637265517242,891
5900,295000,295000,100%,22298,19757,2406,10107.530294915254,811
6000,300000,300000,100%,22753,20180,2403,10516.331626666666,1375
6100,305000,305000,100%,22797,20191,2407,10579.685468852458,992
6200,310000,310000,100%,23017,20427,2427,10858.90548064516,1248
6300,315000,315000,100%,23347,20529,2616,10986.514555555555,1880
6400,320000,320000,100%,24133,21424,2527,11265.59076875,1906
6500,325000,325000,100%,24410,21630,2651,11413.473606153846,1459
6600,330000,330000,100%,24141,21302,2704,11317.560978787878,1797
6700,335000,335000,100%,25069,22030,2912,11758.960659701492,1723
6800,340000,340000,100%,25294,22398,2792,11963.959282352942,1151
6900,345000,345000,100%,26344,23403,2832,12301.527539130435,1807
7000,350000,350000,100%,26278,23298,2779,12454.015977142857,2111
7100,355000,355000,100%,27713,24448,3126,12580.64,1723
7200,360000,360000,100%,27341,24210,2923,12760.4458,1851
7300,365000,365000,100%,27974,24785,2995,12849.463076712329,1887
7400,370000,370000,100%,28384,25013,3240,13244.789132432432,2525
7500,375000,375000,100%,28606,25364,3093,13158.251109333334,1833
7600,380000,380000,100%,28750,25451,3186,13589.561328947368,1936
7700,385000,385000,100%,28627,25261,3250,13638.498041558441,2506
7800,390000,390000,100%,30171,26632,3388,13921.660587179487,2808
7900,395000,395000,100%,30246,26803,3304,14241.771488607596,2199
8000,400000,400000,100%,30779,27312,3353,14304.20508,2762
8100,405000,405000,100%,30654,26960,3427,14390.87704691358,2953
8200,410000,410000,100%,30720,27170,3411,14606.491787804878,3181
8300,415000,415000,100%,31447,27815,3491,14762.460554216868,3662
8400,420000,420000,100%,31809,28118,3686,14870.624847619049,3775
8500,425000,425000,100%,33294,29294,3832,15392.819202352941,2940
8600,430000,430000,100%,33371,29419,3865,15518.66961627907,2725
8700,435000,435000,100%,33603,29616,3856,15333.112089655173,2873
8800,440000,440000,100%,34071,29917,3991,15757.187006818182,3122
8900,445000,445000,100%,35204,31117,4026,16155.68313258427,3523
9000,450000,450000,100%,35068,30778,4117,16185.059906666667,2474
9100,455000,455000,100%,35675,31352,4144,16307.917156043955,3460
9200,460000,460000,100%,36241,31857,234,16556.723430434784,3992
9300,465000,465000,100%,35486,31079,95,16350.854916129032,4304
9400,470000,470000,100%,36084,31603,4274,16773.640178723403,4374
9500,475000,475000,100%,36948,32659,4236,17039.841149473683,4448
9600,480000,480000,100%,36370,31813,4369,17143.11964791667,4689
9700,485000,485000,100%,37367,32796,4400,17273.938616494845,5452
9800,490000,490000,100%,37640,32951,4488,17775.49133877551,5067
9900,495000,495000,100%,37412,32740,4462,17395.326202020202,5354
10000,500000,500000,100%,37803,33182,4506,17785.246308,5201
