clients,count,total,percentage,time,longest,shortest,average,connection_time
100,5000,5000,100%,187,186,23,99.3818,64
200,10000,10000,100%,131,130,4,73.6929,53
300,15000,15000,100%,191,190,3,100.03813333333333,47
400,20000,20000,100%,194,192,18,110.2077,38
500,25000,25000,100%,229,227,25,129.12624,56
600,30000,30000,100%,298,288,33,160.87606666666667,30
700,35000,35000,100%,332,330,33,186.88474285714287,27
800,40000,40000,100%,387,385,44,225.8656,29
900,45000,45000,100%,454,419,42,259.8932,29
1000,50000,50000,100%,475,471,64,276.4385,31
1100,55000,55000,100%,564,559,50,323.26654545454545,48
1200,60000,60000,100%,630,625,59,352.37925,26
1300,65000,65000,100%,644,640,58,349.12875384615387,29
1400,70000,70000,100%,701,699,70,399.9414857142857,25
1500,75000,75000,100%,782,779,67,444.85612,24
1600,80000,80000,100%,798,767,80,440.1267625,35
1700,85000,85000,100%,871,866,73,478.6051176470588,25
1800,90000,90000,100%,959,956,74,509.0091777777778,25
1900,95000,95000,100%,1065,1018,93,582.2066631578947,35
2000,100000,100000,100%,1106,1103,88,608.58065,27
2100,105000,105000,100%,1125,1120,72,594.5934571428571,51
2200,110000,110000,100%,1135,1130,91,616.3671272727273,34
2300,115000,115000,100%,1269,1262,90,687.0745043478261,23
2400,120000,120000,100%,1266,1260,91,676.1070666666667,25
2500,125000,125000,100%,1333,1328,98,719.308184,22
2600,130000,130000,100%,1473,1447,96,819.0225384615385,27
2700,135000,135000,100%,1525,1521,95,805.3994444444445,28
2800,140000,140000,100%,1544,1499,96,836.3907428571429,29
2900,145000,145000,100%,1693,1688,99,904.5609310344828,27
3000,150000,150000,100%,1651,1617,131,896.2322466666667,25
3100,155000,155000,100%,1755,1751,99,931.1382967741936,24
3200,160000,160000,100%,1932,1865,98,1032.22294375,23
3300,165000,165000,100%,1990,1985,86,1070.2190545454546,21
3400,170000,170000,100%,1866,1812,194,1037.8102647058824,21
3500,175000,175000,100%,2086,2083,115,1104.6817885714286,26
3600,180000,180000,100%,2235,2142,113,1187.3461833333333,27
3700,185000,185000,100%,2350,2345,131,1270.6144864864864,31
3800,190000,190000,100%,2148,2140,128,1135.7062473684211,21
3900,195000,195000,100%,2272,2200,137,1234.036041025641,75
4000,200000,200000,100%,2342,2337,167,1306.39098,20
4100,205000,205000,100%,2294,2282,146,1229.6580048780488,107
4200,210000,210000,100%,2388,2336,163,1294.425619047619,37
4300,215000,215000,100%,2571,2566,129,1438.605953488372,23
4400,220000,220000,100%,2462,2451,184,1298.0328681818182,21
4500,225000,225000,100%,2763,2711,148,1491.4722622222223,26
4600,230000,230000,100%,3074,3056,128,1605.257591304348,24
4700,235000,235000,100%,2832,2814,154,1467.485059574468,22
4800,240000,240000,100%,2871,2818,186,1558.8909125,24
4900,245000,245000,100%,3305,3216,64,1733.2735265306123,23
5000,250000,250000,100%,2903,2885,217,1452.685792,21
5100,255000,255000,100%,2999,2982,175,1616.6481882352941,23
5200,260000,260000,100%,3176,3122,184,1713.6804346153847,21
5300,265000,265000,100%,3692,3617,155,1899.468083018868,34
5400,270000,270000,100%,3508,3472,102,1789.162274074074,21
5500,275000,275000,100%,3343,3333,210,1731.11732,28
5600,280000,280000,100%,3646,3634,146,1923.5862928571428,21
5700,285000,285000,100%,3601,3591,159,1920.6029333333333,24
5800,290000,290000,100%,3650,3640,189,1884.9882620689655,83
5900,295000,295000,100%,3827,3779,192,2058.132915254237,27
6000,300000,300000,100%,4078,3986,158,2130.9112066666667,34
6100,305000,305000,100%,4017,3924,184,2089.850881967213,21
6200,310000,310000,100%,3801,3714,55,2001.9215483870967,29
6300,315000,315000,100%,3998,3947,211,2193.1435333333334,72
6400,320000,320000,100%,3890,3831,270,2093.3217625,42
6500,325000,325000,100%,4389,4261,189,2345.4694,23
6600,330000,330000,100%,4304,4162,263,2301.801284848485,25
6700,335000,335000,100%,4832,4724,297,2516.319385074627,21
6800,340000,340000,100%,5107,4816,302,2633.322861764706,26
6900,345000,345000,100%,4901,4837,230,2586.0444550724637,21
7000,350000,350000,100%,5141,5035,248,2730.9853,20
7100,355000,355000,100%,4968,4871,264,2628.17561971831,21
7200,360000,360000,100%,5257,5185,306,2830.849741666667,30
7300,365000,365000,100%,5404,5326,306,2842.0389287671233,23
7400,370000,370000,100%,5260,5152,247,2768.989410810811,27
7500,375000,375000,100%,5423,5327,367,2918.879416,23
7600,380000,380000,100%,5632,5569,306,2979.748834210526,24
7700,385000,385000,100%,5542,5472,291,2917.6277142857143,21
7800,390000,390000,100%,5598,5501,158,2968.1009102564103,22
7900,395000,395000,100%,5888,5621,297,3044.564825316456,24
8000,400000,400000,100%,5708,5612,338,3006.4991,20
8100,405000,405000,100%,5933,5857,332,3190.761449382716,21
8200,410000,410000,100%,6119,6023,373,3208.990375609756,45
8300,415000,415000,100%,6018,5899,359,3167.4479325301204,22
8400,420000,420000,100%,6260,6234,213,3325.986516666667,20
8500,425000,425000,100%,5942,5787,398,3195.4333035294117,22
8600,430000,430000,100%,6428,6411,218,3349.197453488372,21
8700,435000,435000,100%,6349,6228,400,3321.6800068965517,27
8800,440000,440000,100%,6385,6258,409,3389.374275,20
8900,445000,445000,100%,6557,6456,200,3420.0178853932584,26
9000,450000,450000,100%,6721,6619,425,3565.957426666667,21
9100,455000,455000,100%,6853,6530,427,3521.4376153846156,20
9200,460000,460000,100%,6691,6558,426,3542.4230717391306,20
9300,465000,465000,100%,6834,6618,221,3694.9021784946235,32
9400,470000,470000,100%,7026,6891,437,3758.845593617021,20
9500,475000,475000,100%,7099,6981,450,3678.320955789474,24
9600,480000,480000,100%,6944,6739,415,3693.381575,22
9700,485000,485000,100%,7079,6762,398,3816.3279587628867,22
9800,490000,490000,100%,7370,7179,437,3885.5774081632653,27
9900,495000,495000,100%,7501,7316,455,3844.8943515151514,22
10000,500000,500000,100%,7230,7131,203,3803.428456,23
