clients,count,total,percentage,time,longest,shortest,average,connection_time
6300,315000,315000,100%,10249,8684,117,5632.62686031746,91
6400,320000,320000,100%,11053,9435,123,5837.65813125,46
6500,325000,325000,100%,10734,9612,244,6093.227424615385,65
6600,330000,330000,100%,11054,9471,131,5774.793781818182,655
6700,335000,335000,100%,10840,9262,130,5700.988874626865,657
6800,340000,340000,100%,11814,10007,138,6001.848102941177,238
6900,345000,345000,100%,11150,9414,136,5867.851594202899,167
7000,350000,350000,100%,11984,10319,48,6319.252671428571,255
7100,355000,355000,100%,11609,10017,17,6378.565476056338,965
7200,360000,360000,100%,12445,10391,144,6912.974963888889,291
7300,365000,365000,100%,11915,9944,29,6299.026383561644,1219
7400,370000,370000,100%,12826,11001,141,6994.974724324325,256
7500,375000,375000,100%,12135,10247,31,6619.239810666667,320
7600,380000,380000,100%,13115,11207,147,6945.696202631579,791
7700,385000,385000,100%,12614,11003,16,7098.719618181818,289
7800,390000,390000,100%,13240,11490,153,7544.217992307692,241
7900,395000,395000,100%,13371,11568,38,7346.052832911392,267
8000,400000,400000,100%,13789,11738,33,7593.7358825,414
8100,405000,405000,100%,13838,12277,36,7736.255696296296,233
8200,410000,410000,100%,14283,12211,27,7813.051824390244,331
8300,415000,415000,100%,14259,12269,163,7678.08916626506,156
8400,420000,420000,100%,14624,12726,53,8100.81154047619,41
8500,425000,425000,100%,14546,13229,3398,8262.392611764706,198
8600,430000,430000,100%,14988,13250,171,8569.528009302325,204
8700,435000,435000,100%,14608,12933,170,8303.144413793103,214
8800,440000,440000,100%,15073,13555,172,8908.170177272727,202
8900,445000,445000,100%,14533,12033,178,7834.258076404494,450
9000,450000,450000,100%,15905,13858,176,8766.639986666667,772
9100,455000,455000,100%,15401,13522,3685,8660.22878901099,156
9200,460000,460000,100%,16082,13616,183,8876.741408695652,152
9300,465000,465000,100%,15856,14079,183,8891.978660215054,232
9400,470000,470000,100%,16432,13589,188,8784.882885106383,702
9500,475000,475000,100%,16567,14539,3815,9065.28551368421,42
9600,480000,480000,100%,16000,13790,190,8954.38953125,977
9700,485000,485000,100%,16833,14835,193,9196.37423298969,512
9800,490000,490000,100%,17740,14571,197,9425.57312244898,142
9900,495000,495000,100%,17040,14463,196,9393.255935353536,91
10000,500000,500000,100%,17703,14408,195,9472.392628,474
