clients,count,total,percentage,time,longest,shortest,average,connection_time
7300,365000,365000,100%,10901,8970,149,5563.454273972603,171
7400,370000,370000,100%,11191,9420,147,5802.74344054054,142
7500,375000,375000,100%,11220,9397,20,5857.415192,164
7600,380000,380000,100%,11539,9572,151,5858.538218421053,113
7700,385000,385000,100%,11673,9582,263,6003.597646753246,106
7800,390000,390000,100%,11767,9844,158,6029.832046153846,123
7900,395000,395000,100%,11693,9964,178,6006.629967088607,155
8000,400000,400000,100%,12054,10036,160,6296.7812175,164
8100,405000,405000,100%,12104,10001,46,6167.985869135802,400
8200,410000,410000,100%,12360,10331,163,6485.5665121951215,183
8300,415000,415000,100%,12564,10763,2992,6524.705518072289,156
8400,420000,420000,100%,12866,10494,18,6636.746047619047,775
8500,425000,425000,100%,12816,10786,3339,6594.624661176471,173
8600,430000,430000,100%,13069,10768,19,6896.298018604652,752
8700,435000,435000,100%,13087,10919,45,6911.549627586207,180
8800,440000,440000,100%,13295,11467,38,7079.9038704545455,364
8900,445000,445000,100%,13270,11160,52,6925.183768539326,997
9000,450000,450000,100%,13585,11575,42,7165.55166,761
9100,455000,455000,100%,13685,11301,36,7097.695804395605,196
9200,460000,460000,100%,13886,11409,38,7332.477141304348,288
9300,465000,465000,100%,13947,11476,56,7282.236382795699,183
9400,470000,470000,100%,14635,12476,36,7626.780472340425,140
9500,475000,475000,100%,14364,12339,3508,7608.6752,128
9600,480000,480000,100%,15088,12419,20,7857.893108333334,104
9700,485000,485000,100%,14788,12178,3727,7598.20049072165,182
9800,490000,490000,100%,15018,12291,194,7943.173308163266,65
9900,495000,495000,100%,15258,12656,197,7996.225311111111,191
10000,500000,500000,100%,15178,13400,4099,7991.235438,73
