clients,count,total,percentage,time,longest,shortest,average,connection_time
8900,445000,445000,100%,13410,11326,40,7029.743498876404,244
9000,450000,450000,100%,13697,11724,37,7244.331951111111,515
9100,455000,455000,100%,13698,11231,47,7144.295316483516,305
9200,460000,460000,100%,13886,12017,36,7447.1191847826085,277
9300,465000,465000,100%,14008,11577,37,7422.984083870968,200
9400,470000,470000,100%,14178,12054,53,7612.163204255319,149
9500,475000,475000,100%,14355,12321,55,7720.3220084210525,133
9600,480000,480000,100%,14905,12929,192,7942.360475,128
9700,485000,485000,100%,14525,11933,3699,7513.6417154639175,477
9800,490000,490000,100%,15134,12566,3859,7770.00592244898,114
9900,495000,495000,100%,15162,12548,213,8080.041628282828,196
10000,500000,500000,100%,15169,12893,25,8189.433842,140
